,location,total_sqft,bath,price,BHK
7101,Yelahanka,1100.0,2.0,60.0,2
7102,Yelahanka,1614.0,2.0,100.0,3
7103,Yelahanka,1890.0,3.0,108.0,3
7104,Yelahanka,1556.0,3.0,86.0,3
7105,Yelahanka,1610.0,4.0,85.0,3
7111,Yelahanka,1859.0,3.0,108.0,3
7113,Yelahanka,1322.0,2.0,80.0,2
7116,Yelahanka,2600.0,4.0,175.0,4
7117,Yelahanka,1305.0,2.0,78.0,2
7119,Yelahanka,1711.0,3.0,85.61,3
7120,Yelahanka,1315.0,2.0,75.0,2
7121,Yelahanka,3600.0,6.0,200.0,6
7123,Yelahanka,1650.0,3.0,105.0,3
7128,Yelahanka,3990.0,4.0,260.0,4
7129,Yelahanka,1620.0,3.0,90.0,3
7130,Yelahanka,654.0,1.0,36.25,1
7131,Yelahanka,1614.0,3.0,93.0,3
7132,Yelahanka,694.0,1.0,30.84,1
7133,Yelahanka,1115.0,2.0,60.0,2
7134,Yelahanka,2317.0,4.0,140.0,3
7135,Yelahanka,1653.0,3.0,93.0,3
7136,Yelahanka,654.0,1.0,38.0,1
7138,Yelahanka,1445.0,2.0,82.0,2
7140,Yelahanka,602.0,1.0,38.0,1
7141,Yelahanka,697.0,1.0,35.0,1
7143,Yelahanka,682.0,1.0,36.23,1
7145,Yelahanka,1560.0,2.0,98.0,3
7146,Yelahanka,1780.0,3.0,107.0,3
7147,Yelahanka,1342.0,2.0,75.0,3
7148,Yelahanka,1823.0,3.0,103.0,3
7149,Yelahanka,1792.0,3.0,104.0,3
7150,Yelahanka,1304.0,2.0,69.97,2
7153,Yelahanka,1300.0,2.0,69.23,2
7154,Yelahanka,1705.0,3.0,91.0,3
7156,Yelahanka,1835.0,3.0,108.0,3
7157,Yelahanka,1847.0,3.0,92.0,3
7159,Yelahanka,1890.0,3.0,109.0,3
7160,Yelahanka,700.0,1.0,38.0,1
7161,Yelahanka,1491.0,3.0,85.0,3
7162,Yelahanka,2088.0,5.0,110.0,4
7165,Yelahanka,3019.0,6.0,190.0,4
7167,Yelahanka,1600.0,3.0,100.0,3
7171,Yelahanka,1705.0,3.0,85.0,3
7172,Yelahanka,1350.0,2.0,85.0,3
7173,Yelahanka,1633.0,3.0,110.0,3
7174,Yelahanka,827.5,1.0,42.535,1
7176,Yelahanka,1355.0,2.0,75.0,3
7179,Yelahanka,1104.0,2.0,58.0,2
7181,Yelahanka,1175.0,2.0,67.77,2
7182,Yelahanka,1322.0,2.0,77.9,2
7183,Yelahanka,602.0,1.0,33.0,1
7184,Yelahanka,1315.0,2.0,77.0,2
7187,Yelahanka,567.0,1.0,25.0,1
7189,Yelahanka,602.0,2.0,30.0,1
7192,Yelahanka,1267.0,3.0,78.0,2
7193,Yelahanka,1360.0,2.0,78.19,2
7195,Yelahanka New Town,650.0,1.0,33.0,1
7196,Yelahanka New Town,500.0,1.0,20.0,1
7197,Yelahanka New Town,440.0,1.0,16.5,1
7198,Yelahanka New Town,1610.0,3.0,92.0,3
7199,Yelahanka New Town,1700.0,3.0,90.0,3
7200,Yelahanka New Town,650.0,1.0,20.0,1
7201,Yelahanka New Town,350.0,1.0,13.5,1
7203,Yelahanka New Town,1385.0,2.0,65.0,2
7204,Yelahanka New Town,500.0,2.0,24.0,1
7205,Yelahanka New Town,650.0,1.0,17.0,1
7206,Yelahanka New Town,450.0,1.0,16.0,1
7208,Yelahanka New Town,960.0,2.0,50.0,2
7210,Yelahanka New Town,1209.0,2.0,65.0,3
7211,Yelahanka New Town,1400.0,2.0,80.0,3
7212,Yelahanka New Town,450.0,1.0,15.0,1
7213,Yelahanka New Town,500.0,1.0,18.0,1
7214,Yelahanka New Town,1420.0,2.0,75.0,3
7216,Yelahanka New Town,2200.0,2.0,180.0,2
7217,Yelahanka New Town,488.0,1.0,20.0,1
7218,Yelahanka New Town,1100.0,2.0,58.0,2
7221,Yelahanka New Town,1000.0,2.0,44.0,2
7222,Yelahanka New Town,650.0,1.0,18.0,1
7224,Yelahanka New Town,1740.0,3.0,150.0,3
7225,Yelahanka New Town,1290.0,2.0,70.0,2
7227,Yelenahalli,1240.0,2.0,47.12,2
7228,Yelenahalli,1200.0,2.0,46.17,2
7230,Yelenahalli,1260.0,2.0,47.88,2
7232,Yelenahalli,1175.0,2.0,50.0,2
7233,Yelenahalli,1650.0,3.0,68.0,3
7234,Yelenahalli,1200.0,2.0,45.6,2
7235,Yelenahalli,1160.0,2.0,44.08,2
7237,Yeshwanthpur,1693.0,3.0,108.0,3
7238,Yeshwanthpur,667.0,1.0,36.85,1
7239,Yeshwanthpur,1950.0,4.0,130.0,4
7241,Yeshwanthpur,665.0,1.0,36.85,1
7245,Yeshwanthpur,671.0,1.0,36.85,1
7246,Yeshwanthpur,1277.5,2.0,95.815,2
7247,Yeshwanthpur,668.0,1.0,36.85,1
7248,Yeshwanthpur,1185.0,2.0,75.84,2
7249,Yeshwanthpur,1195.0,2.0,100.0,2
7250,Yeshwanthpur,1313.0,3.0,96.0,3
7251,Yeshwanthpur,1400.0,2.0,100.0,2
7254,Yeshwanthpur,673.0,1.0,36.85,1
7255,Yeshwanthpur,717.0,2.0,49.475,2
7256,Yeshwanthpur,3600.0,5.0,220.0,4
7258,Yeshwanthpur,605.0,1.0,41.745,1
7260,Yeshwanthpur,669.0,1.0,36.85,1
7262,Yeshwanthpur,3027.0,4.0,260.0,3
7265,Yeshwanthpur,670.0,1.0,36.85,1
7268,Yeshwanthpur,1240.0,2.0,80.0,2
7269,Yeshwanthpur,1713.0,3.0,110.0,3
7270,Yeshwanthpur,1144.0,2.0,67.0,2
7271,Yeshwanthpur,1541.0,2.0,130.0,2
7273,Yeshwanthpur,1362.0,2.0,100.0,2
7274,Yeshwanthpur,666.0,1.0,36.8,1
7275,Yeshwanthpur,1855.0,3.0,140.0,3
7277,Yeshwanthpur,1165.0,2.0,85.0,2
7280,Yeshwanthpur,1825.0,3.0,145.0,3
7282,Yeshwanthpur,994.0,2.0,54.67,1
7283,Yeshwanthpur,650.0,1.0,40.0,1
7284,Yeshwanthpur,1500.0,3.0,100.0,3
7289,Yeshwanthpur,674.0,1.0,36.85,1
7291,Yeshwanthpur,672.0,1.0,36.85,1
7294,Yeshwanthpur,1692.0,3.0,108.0,3
7296,Yeshwanthpur,2500.0,5.0,185.0,6
7301,Yeshwanthpur,1855.0,3.0,135.0,3
7302,Yeshwanthpur,1876.0,3.0,160.0,3
7304,other,2770.0,4.0,290.0,3
7307,other,600.0,1.0,38.0,1
7310,other,1500.0,2.0,185.0,2
7312,other,4395.0,3.0,240.0,3
7313,other,845.0,2.0,55.0,2
7314,other,2511.0,3.0,205.0,3
7315,other,1660.0,2.0,105.0,3
7317,other,1200.0,2.0,65.0,2
7318,other,1200.0,3.0,90.0,3
7322,other,782.0,2.0,55.68,2
7323,other,1800.0,3.0,120.0,3
7324,other,1413.0,2.0,75.0,3
7325,other,945.0,2.0,54.0,2
7326,other,1870.0,3.0,110.0,3
7327,other,1260.0,2.0,85.05,3
7329,other,2795.0,4.0,235.0,3
7331,other,1904.0,3.0,150.0,3
7332,other,2000.0,3.0,175.0,3
7335,other,1500.0,3.0,100.0,3
7338,other,1783.0,3.0,115.0,3
7339,other,912.0,2.0,70.0,3
7342,other,1580.0,3.0,100.0,3
7343,other,1415.0,3.0,78.0,3
7345,other,2405.0,4.0,260.0,3
7346,other,1500.0,2.0,115.0,2
7351,other,1060.0,2.0,60.0,2
7352,other,2600.0,8.0,180.0,8
7354,other,1285.0,2.0,72.5,2
7355,other,4050.0,3.0,280.0,3
7359,other,3045.0,3.0,170.0,3
7362,other,900.0,2.0,110.0,2
7367,other,1560.0,3.0,115.0,3
7370,other,1200.0,4.0,165.0,4
7372,other,1645.0,3.0,95.0,3
7373,other,1200.0,2.0,79.0,2
7375,other,1350.0,2.0,140.0,3
7376,other,1800.0,3.0,150.0,3
7378,other,1762.0,3.0,125.0,3
7380,other,1308.0,2.0,89.04,2
7381,other,1200.0,3.0,90.0,3
7382,other,2023.71,3.0,275.0,3
7388,other,2150.0,4.0,240.0,3
7391,other,3309.0,4.0,325.0,4
7392,other,5000.0,9.0,360.0,11
7394,other,1150.0,2.0,126.0,2
7397,other,1200.0,2.0,74.0,2
7400,other,1753.0,3.0,120.0,3
7402,other,720.0,2.0,45.0,2
7405,other,1200.0,3.0,165.0,4
7406,other,700.0,1.0,41.0,1
7408,other,1595.0,3.0,115.0,3
7409,other,1353.0,2.0,110.0,2
7410,other,1200.0,2.0,85.0,1
7413,other,1325.0,2.0,90.0,3
7416,other,1056.0,2.0,80.0,2
7419,other,1544.0,3.0,120.0,3
7420,other,1200.0,2.0,65.0,2
7421,other,540.0,1.0,36.0,1
7422,other,1578.0,3.0,180.0,3
7424,other,1600.0,2.0,115.0,2
7425,other,416.0,1.0,18.5,1
7428,other,834.0,1.0,60.0,1
7429,other,1125.0,4.0,70.0,3
7430,other,3000.0,5.0,260.0,4
7431,other,2160.0,5.0,250.0,6
7434,other,469.0,1.0,25.0,1
7439,other,1630.0,2.0,200.0,2
7441,other,1200.0,2.0,70.0,3
7442,other,1350.0,3.0,77.0,3
7443,other,4046.0,4.0,445.0,4
7444,other,1180.0,2.0,78.34,3
7445,other,1355.0,2.0,115.0,2
7446,other,600.0,1.0,50.0,1
7447,other,1875.0,3.0,165.0,3
7448,other,600.0,2.0,55.0,2
7451,other,1750.0,3.0,120.0,3
7454,other,1092.0,2.0,98.5,3
7457,other,1855.0,3.0,225.0,3
7459,other,1200.0,3.0,85.0,4
7462,other,425.0,1.0,20.03,1
7464,other,600.0,1.0,60.0,1
7465,other,1468.0,2.0,140.0,2
7466,other,4300.0,5.0,550.0,4
7468,other,775.0,2.0,55.0,2
7471,other,1352.0,3.0,135.0,3
7472,other,1566.0,3.0,83.3,3
7475,other,1200.0,3.0,95.0,4
7476,other,1976.0,3.0,184.0,3
7477,other,5500.0,4.0,600.0,4
7478,other,1200.0,3.0,95.0,3
7481,other,1180.0,2.0,69.0,2
7482,other,686.0,1.0,17.0,1
7484,other,1500.0,4.0,180.0,4
7486,other,1282.0,2.0,87.0,2
7488,other,1500.0,2.0,95.0,3
7489,other,1300.0,1.0,115.0,2
7491,other,530.0,1.0,20.0,1
7492,other,1350.0,2.0,80.0,2
7494,other,2400.0,6.0,125.0,8
7496,other,1548.0,3.0,89.5,3
7499,other,1141.0,2.0,62.0,2
7502,other,950.0,1.0,40.0,1
7510,other,1480.0,3.0,90.0,3
7511,other,1600.0,3.0,90.0,3
7512,other,1200.0,4.0,135.0,4
7514,other,1500.0,3.0,115.0,3
7515,other,1824.0,3.0,125.0,3
7516,other,750.0,1.0,56.25,1
7523,other,6000.0,5.0,400.0,4
7524,other,2400.0,3.0,170.0,3
7526,other,1500.0,2.0,98.0,3
7527,other,3095.0,3.0,350.0,3
7529,other,1200.0,1.0,28.0,1
7530,other,1500.0,3.0,100.0,3
7532,other,1560.0,5.0,145.0,5
7534,other,1560.0,3.0,188.0,3
7537,other,1200.0,3.0,68.4,3
7539,other,485.0,1.0,15.0,1
7545,other,1200.0,3.0,130.0,3
7546,other,1050.0,2.0,67.0,2
7547,other,1596.0,3.0,105.0,3
7551,other,1200.0,3.0,85.0,3
7552,other,1132.0,2.0,67.0,2
7554,other,1515.0,3.0,88.0,3
7557,other,1380.0,2.0,80.0,2
7560,other,4346.0,5.0,500.0,4
7564,other,2200.0,3.0,187.0,3
7565,other,3329.0,3.0,330.0,3
7566,other,3600.0,4.0,300.0,4
7567,other,3500.0,3.0,450.0,4
7570,other,1093.0,2.0,65.0,2
7572,other,1535.0,3.0,95.0,3
7575,other,1100.0,2.0,62.7,2
7578,other,2197.0,4.0,280.0,3
7580,other,1100.0,2.0,60.0,2
7581,other,1600.0,3.0,172.0,4
7582,other,1450.0,2.0,85.0,3
7583,other,2000.0,3.0,166.0,4
7587,other,1756.0,3.0,100.0,3
7588,other,1532.0,3.0,92.0,3
7589,other,1650.0,3.0,110.0,3
7590,other,1200.0,2.0,66.0,2
7592,other,1525.0,2.0,122.0,3
7596,other,2400.0,3.0,200.0,4
7597,other,1000.0,2.0,130.0,2
7599,other,3040.0,1.0,180.0,2
7602,other,1390.0,3.0,120.0,3
7604,other,1135.0,2.0,68.0,2
7605,other,900.0,2.0,55.0,2
7609,other,2500.0,3.0,250.0,3
7612,other,1000.0,4.0,66.0,3
7615,other,1168.0,3.0,70.0,3
7617,other,2100.0,4.0,155.0,4
7619,other,1515.0,3.0,93.93,3
7624,other,2700.0,4.0,214.0,6
7625,other,2000.0,3.0,210.0,3
7626,other,2400.0,4.0,300.0,5
7627,other,1760.0,3.0,176.0,3
7628,other,595.0,1.0,42.0,1
7633,other,1170.0,2.0,86.0,2
7634,other,2200.0,4.0,235.0,4
7641,other,1650.0,3.0,175.0,3
7643,other,1670.0,3.0,91.86,3
7647,other,1250.0,2.0,80.0,3
7648,other,1650.0,4.0,160.0,3
7649,other,1494.0,2.0,94.55,3
7650,other,800.0,2.0,50.0,2
7651,other,1225.0,2.0,150.0,2
7653,other,3675.0,4.0,367.0,4
7654,other,1200.0,2.0,150.0,2
7657,other,1350.0,2.0,80.0,2
7659,other,1614.0,3.0,110.0,3
7660,other,1188.0,2.0,73.0,2
7661,other,680.0,2.0,42.0,2
7664,other,955.0,2.0,53.55,2
7666,other,2479.13,3.0,215.0,3
7667,other,1100.0,2.0,106.0,2
7670,other,1925.0,3.0,120.0,3
7671,other,650.0,1.0,26.0,1
7673,other,2000.0,3.0,207.0,3
7674,other,1050.0,2.0,110.0,2
7681,other,1685.0,2.0,110.0,3
7683,other,1550.0,3.0,110.0,3
7684,other,500.0,1.0,20.0,1
7686,other,3155.0,4.0,370.0,3
7687,other,1765.0,3.0,105.0,3
7688,other,1265.0,2.0,70.0,2
7689,other,1012.0,2.0,59.0,2
7690,other,2045.0,4.0,154.0,3
7692,other,2400.0,4.0,280.0,6
7693,other,581.91,2.0,25.0,1
7694,other,1158.0,2.0,85.0,3
7695,other,925.0,2.0,51.0,2
7696,other,1415.0,2.0,110.0,2
7700,other,4750.0,5.0,600.0,4
7701,other,1840.0,3.0,155.0,3
7702,other,1350.0,2.0,185.0,2
7703,other,824.0,2.0,60.0,2
7704,other,1340.0,2.0,100.0,3
7705,other,1620.0,2.0,110.0,3
7706,other,1533.0,3.0,115.0,3
7707,other,1560.0,3.0,85.0,3
7709,other,750.0,1.0,25.0,1
7711,other,1375.0,2.0,85.0,3
7718,other,1500.0,3.0,88.0,3
7720,other,1140.0,2.0,76.0,2
7721,other,1198.0,2.0,84.0,2
7722,other,4000.0,4.0,520.0,4
7724,other,1370.0,2.0,75.0,2
7728,other,1000.0,1.0,55.0,2
7729,other,1200.0,2.0,125.0,2
7733,other,1050.0,1.0,70.0,1
7734,other,1200.0,2.0,80.0,3
7741,other,400.0,1.0,14.0,1
7743,other,1575.0,4.0,150.0,5
7745,other,4800.0,5.0,629.0,4
7746,other,1200.0,2.0,70.0,2
7747,other,1767.0,3.0,98.0,3
7750,other,1300.0,2.0,79.0,2
7752,other,3500.0,4.0,350.0,4
7754,other,1000.0,2.0,110.0,3
7757,other,800.0,1.0,100.0,1
7761,other,1800.0,4.0,145.0,4
7763,other,2400.0,3.0,260.0,3
7764,other,1533.0,3.0,85.0,3
7767,other,1452.55,2.0,110.0,2
7768,other,2357.0,3.0,151.0,3
7769,other,1170.0,2.0,105.0,2
7770,other,1411.0,3.0,91.72,3
7772,other,3095.0,3.0,375.0,3
7774,other,1100.0,3.0,78.0,3
7776,other,3600.0,4.0,365.0,4
7779,other,1945.0,3.0,120.0,3
7781,other,1650.0,3.0,165.0,3
7782,other,1550.0,2.0,150.0,3
7784,other,1150.0,2.0,75.0,3
7785,other,1200.0,3.0,74.0,3
7786,other,1229.0,3.0,86.03,3
7787,other,1030.0,2.0,61.0,2
7788,other,600.0,1.0,32.0,1
7789,other,1165.0,2.0,135.0,2
7792,other,3000.0,4.0,240.0,4
7794,other,1315.0,2.0,90.0,2
7795,other,1210.0,2.0,72.0,2
7796,other,11338.0,9.0,1000.0,6
7798,other,30000.0,4.0,2100.0,4
7800,other,1170.0,2.0,68.0,2
7801,other,1600.0,2.0,110.0,2
7803,other,1370.0,2.0,75.0,3
7805,other,1980.0,3.0,224.0,3
7807,other,1700.0,3.0,97.0,3
7808,other,1900.0,3.0,160.0,3
7810,other,1100.0,2.0,75.0,2
7811,other,1929.0,3.0,115.0,3
7812,other,3161.0,4.0,214.0,4
7814,other,3515.0,3.0,420.0,3
7816,other,1100.0,2.0,70.0,2
7820,other,700.0,1.0,41.0,1
7825,other,3000.0,3.0,250.0,3
7826,other,1100.0,2.0,61.0,2
7827,other,1260.0,1.0,41.0,1
7828,other,1500.0,1.0,37.5,1
7829,other,600.0,1.0,17.0,1
7831,other,1165.0,2.0,75.0,2
7832,other,1272.0,4.0,75.0,3
7834,other,1600.0,5.0,140.0,5
7836,other,1000.0,2.0,65.0,3
7838,other,2400.0,4.0,325.0,3
7840,other,1463.0,1.0,142.0,2
7842,other,2401.0,3.0,185.0,3
7843,other,1875.0,2.0,235.0,3
7844,other,1200.0,3.0,90.0,3
7847,other,890.0,1.0,75.0,1
7850,other,2400.0,3.0,290.0,3
7852,other,1690.0,3.0,100.0,3
7855,other,1350.0,2.0,90.0,2
7856,other,1460.0,3.0,88.0,3
7857,other,1685.0,3.0,95.0,3
7859,other,800.0,1.0,52.0,1
7860,other,4000.0,5.0,280.0,4
7862,other,792.0,2.0,70.0,2
7865,other,2400.0,5.0,235.0,5
7868,other,461.82,1.0,31.7,1
7869,other,1500.0,2.0,85.0,3
7872,other,1260.0,2.0,75.0,2
7874,other,12000.0,12.0,525.0,10
7876,other,2820.0,3.0,285.0,3
7877,other,1950.0,3.0,130.0,3
7879,other,1350.0,2.0,140.0,3
7880,other,4051.0,4.0,345.0,4
7881,other,1308.0,2.0,92.66,2
7882,other,2100.0,3.0,170.0,3
7883,other,1991.0,3.0,160.0,3
7885,other,1200.0,3.0,66.0,3
7887,other,3000.0,4.0,342.0,4
7888,other,2400.0,6.0,245.0,6
7890,other,1375.0,2.0,105.0,2
7891,other,1693.0,3.0,108.0,3
7898,other,1150.0,2.0,77.5,3
7903,other,1058.0,2.0,60.0,2
7904,other,900.0,1.0,30.0,1
7905,other,1672.0,3.0,150.0,3
7908,other,1250.0,3.0,139.0,3
7909,other,1468.0,3.0,130.0,2
7913,other,1480.0,2.0,145.0,3
7916,other,2280.0,3.0,285.0,3
7917,other,2000.0,3.0,200.0,3
7920,other,1080.0,2.0,75.0,3
7921,other,2400.0,2.0,150.0,3
7923,other,1125.0,2.0,75.0,2
7924,other,1596.0,3.0,95.0,3
7925,other,1639.0,3.0,123.0,3
7927,other,525.0,1.0,26.0,1
7928,other,1740.0,3.0,199.0,3
7929,other,1372.0,2.0,90.0,3
7931,other,6200.0,5.0,720.0,5
7934,other,925.0,2.0,63.0,2
7935,other,1200.0,3.0,95.0,4
7936,other,1200.0,2.0,79.0,2
7937,other,2500.0,3.0,270.0,3
7938,other,1584.0,3.0,145.0,4
7939,other,1570.0,3.0,115.0,3
7940,other,3000.0,3.0,400.0,3
7945,other,1750.0,3.0,180.0,3
7946,other,1500.0,1.0,160.0,2
7947,other,2100.0,6.0,275.0,6
7949,other,705.0,1.0,36.5,1
7950,other,1340.0,3.0,77.0,3
7954,other,1200.0,2.0,125.0,2
7955,other,1270.0,2.0,175.0,4
7956,other,1200.0,3.0,130.0,3
7957,other,3595.0,6.0,360.0,4
7958,other,1485.0,3.0,85.0,3
7960,other,3100.0,5.0,385.0,4
7962,other,1200.0,4.0,150.0,4
7963,other,3259.0,3.0,270.0,3
7966,other,596.0,1.0,42.0,1
7967,other,10000.0,16.0,550.0,16
7968,other,1200.0,4.0,110.0,4
7969,other,1910.0,3.0,190.0,3
7972,other,1750.0,3.0,149.0,3
7974,other,985.0,2.0,63.0,2
7975,other,1300.0,2.0,129.0,2
7976,other,1490.0,2.0,88.0,3
7980,other,650.0,1.0,30.0,1
7981,other,1500.0,2.0,89.99,3
7982,other,1350.0,4.0,145.0,4
7983,other,910.0,1.0,42.0,1
7986,other,532.0,1.0,22.49,1
7987,other,1060.0,3.0,62.0,3
7989,other,1550.0,2.0,160.0,2
7993,other,1000.0,2.0,80.0,2
7995,other,1500.0,2.0,97.0,3
7996,other,1865.0,4.0,140.0,3
7998,other,1200.0,3.0,120.0,3
7999,other,3500.0,4.0,245.0,4
8004,other,1320.0,2.0,73.0,3
8005,other,2150.0,6.0,205.0,6
8008,other,675.0,3.0,52.0,2
8009,other,1801.0,3.0,139.0,3
8011,other,2990.0,4.0,324.0,4
8012,other,2400.0,2.0,160.0,2
8014,other,1150.0,2.0,75.0,2
8015,other,1200.0,3.0,165.0,3
8023,other,1390.0,2.0,80.0,3
8024,other,1550.0,2.0,90.0,3
8027,other,1500.0,4.0,110.0,4
8029,other,1839.0,3.0,165.0,3
8031,other,900.0,2.0,70.0,2
8033,other,1500.0,3.0,149.0,3
8036,other,750.0,2.0,50.0,1
8037,other,2400.0,4.0,225.0,5
8038,other,600.0,3.0,75.0,2
8039,other,1605.0,2.0,85.0,3
8042,other,1500.0,1.0,19.5,1
8044,other,1200.0,2.0,70.0,2
8045,other,1200.0,2.0,160.0,2
8046,other,1904.0,3.0,155.0,3
8047,other,2770.0,4.0,315.0,3
8048,other,813.0,1.0,39.0,1
8051,other,1630.0,2.0,97.78,3
8053,other,2425.0,4.0,173.0,4
8057,other,1280.0,2.0,75.0,2
8058,other,735.0,1.0,75.0,1
8059,other,500.0,1.0,24.0,1
8061,other,1200.0,4.0,145.0,3
8062,other,1200.0,2.0,100.0,2
8063,other,1200.0,3.0,160.0,3
8064,other,1265.0,2.0,82.0,3
8067,other,1850.0,3.0,98.0,3
8068,other,2360.0,4.0,150.0,4
8069,other,1030.0,2.0,77.25,2
8071,other,2000.0,3.0,160.0,3
8072,other,1575.0,3.0,93.0,3
8073,other,1300.0,2.0,70.0,3
8075,other,1380.0,2.0,75.0,2
8080,other,3100.0,3.0,250.0,3
8082,other,1190.0,2.0,100.0,2
8083,other,1827.0,3.0,100.0,3
8084,other,1500.0,3.0,95.0,3
8088,other,1274.0,2.0,81.0,2
8091,other,1200.0,4.0,140.0,4
8094,other,1097.0,2.0,65.0,2
8095,other,1600.0,3.0,165.0,4
8097,other,900.0,2.0,110.0,2
8098,other,1200.0,2.0,125.0,2
8099,other,1355.0,2.0,75.0,2
8101,other,7500.0,4.0,900.0,4
8104,other,4104.0,4.0,360.0,4
8108,other,2080.0,2.0,150.0,2
8109,other,1505.0,2.0,90.0,2
8110,other,1200.0,3.0,95.75,3
8111,other,1810.0,4.0,148.0,3
8113,other,1530.0,2.0,97.0,3
8119,other,1500.0,2.0,130.0,3
8123,other,1400.0,2.0,80.0,2
8124,other,1533.0,3.0,150.0,3
8126,other,3730.0,6.0,450.0,4
8127,other,745.0,2.0,50.0,2
8129,other,1355.0,2.0,95.0,2
8130,other,833.0,1.0,49.0,1
8132,other,3000.0,5.0,270.0,4
8133,other,1220.0,2.0,68.0,2
8134,other,3811.0,3.0,475.0,4
8135,other,1545.0,3.0,85.0,3
8138,other,1350.0,2.0,110.0,2
8140,other,1200.0,2.0,68.0,3
8141,other,1842.0,3.0,115.0,3
8143,other,2000.0,4.0,180.0,5
8147,other,1280.0,4.0,115.0,4
8148,other,1200.0,3.0,85.0,3
8150,other,1655.0,3.0,155.0,3
8151,other,1150.0,2.0,74.0,2
8153,other,1200.0,2.0,108.0,3
8154,other,1200.0,2.0,75.0,2
8159,other,1500.0,2.0,203.0,2
8162,other,4500.0,9.0,500.0,9
8165,other,1550.0,3.0,160.0,3
8168,other,1758.0,3.0,95.0,3
8169,other,3179.0,5.0,351.0,4
8171,other,1200.0,3.0,85.0,2
8173,other,1800.0,3.0,140.0,3
8176,other,3900.0,4.0,333.0,4
8177,other,2400.0,4.0,200.0,3
8178,other,1645.0,3.0,87.5,3
8180,other,2600.0,3.0,140.0,3
8181,other,950.0,2.0,60.0,2
8187,other,1900.0,3.0,205.0,3
8189,other,1402.0,2.0,85.0,3
8191,other,2100.0,3.0,240.0,3
8195,other,1200.0,3.0,140.0,3
8196,other,814.0,2.0,55.0,2
8200,other,1590.0,3.0,120.0,3
8201,other,3754.0,6.0,430.0,4
8204,other,1450.0,2.0,89.6,3
8205,other,1340.0,2.0,77.0,2
8208,other,1665.0,3.0,105.0,3
8210,other,2300.0,4.0,200.0,4
8211,other,1210.0,2.0,76.0,2
8216,other,1065.0,2.0,58.0,2
8219,other,1636.0,3.0,97.0,3
8220,other,3600.0,4.0,450.0,4
8223,other,1200.0,3.0,72.0,3
8227,other,1000.0,1.0,75.0,2
8230,other,4830.0,5.0,390.0,4
8231,other,850.0,2.0,75.0,2
8235,other,2065.0,3.0,130.0,3
8236,other,1150.0,2.0,125.0,2
8239,other,2550.0,4.0,290.0,3
8241,other,3080.0,2.0,285.0,4
8243,other,3400.0,6.0,420.0,4
8244,other,450.0,1.0,25.0,1
8245,other,1100.0,2.0,85.0,2
8250,other,1036.0,2.0,110.0,2
8253,other,1376.0,4.0,156.0,4
8258,other,1080.0,2.0,62.0,2
8262,other,1475.0,2.0,200.0,3
8263,other,1200.0,3.0,96.25,3
8265,other,2631.0,3.0,200.0,4
8266,other,830.0,2.0,60.0,2
8267,other,1500.0,2.0,88.0,2
8270,other,856.0,2.0,48.0,2
8271,other,1143.0,2.0,62.0,2
8273,other,1117.0,2.0,110.0,2
8274,other,600.0,1.0,43.0,1
8278,other,1200.0,3.0,70.0,3
8279,other,2675.0,4.0,290.0,4
8283,other,1477.0,2.0,80.0,3
8284,other,3500.0,5.0,450.0,4
8285,other,1793.0,3.0,98.0,3
8289,other,1020.0,2.0,62.0,2
8290,other,3563.0,6.0,310.0,4
8293,other,3300.0,5.0,318.0,4
8294,other,1200.0,3.0,165.0,3
8298,other,1718.0,3.0,223.0,3
8299,other,1200.0,2.0,75.0,3
8300,other,985.0,2.0,55.0,2
8305,other,1030.0,2.0,80.0,2
8307,other,1150.0,2.0,69.0,2
8311,other,1500.0,2.0,90.0,3
8312,other,900.0,2.0,55.0,2
8318,other,1750.0,2.0,225.0,4
8320,other,1100.0,2.0,78.0,2
8321,other,1180.0,2.0,74.0,2
8323,other,1540.0,3.0,85.0,3
8325,other,1800.0,3.0,230.0,3
8327,other,2000.0,3.0,120.0,3
8328,other,2000.0,3.0,145.0,3
8329,other,500.0,1.0,15.0,1
8335,other,3160.0,4.0,206.0,4
8336,other,922.0,2.0,70.0,2
8337,other,850.0,2.0,72.0,2
8338,other,1200.0,1.0,65.0,2
8340,other,1233.0,2.0,100.0,2
8348,other,1936.0,3.0,110.0,3
8349,other,1652.5,3.0,90.0,3
8351,other,1500.0,3.0,138.0,3
8352,other,700.0,2.0,43.0,2
8353,other,1750.0,3.0,170.0,3
8354,other,1365.0,3.0,99.0,3
8356,other,708.0,1.0,55.0,2
8357,other,1680.0,3.0,135.0,3
8358,other,990.0,2.0,58.0,2
8359,other,1240.0,2.0,100.0,2
8360,other,1810.0,3.0,118.0,3
8361,other,2005.0,3.0,240.0,3
8364,other,1000.0,2.0,97.0,2
8367,other,1430.0,3.0,78.65,3
8369,other,1200.0,2.0,45.0,1
8374,other,840.0,1.0,75.0,1
8375,other,1760.0,2.0,116.0,3
8377,other,3317.5,5.0,268.5,4
8378,other,600.0,1.0,52.0,2
8379,other,1670.0,3.0,160.0,3
8382,other,1200.0,2.0,75.6,3
8383,other,2400.0,5.0,285.0,5
8384,other,2100.0,4.0,150.0,4
8388,other,1550.0,4.0,120.0,4
8389,other,905.0,2.0,50.0,2
8390,other,1495.0,3.0,200.0,3
8392,other,550.0,1.0,23.0,1
